URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,4.0,0,0.9999997500000625,0.01646090528205389,7.03921568627451,0.2924791086350975,2.932677917963843,7.03921568627451,105.0,243.0,2.030640668523677,3.0,6.406685236768802
Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,10.0,5,0.3333333111111126,0.02757352936107807,9.971153846153847,0.1918997107039537,4.065221422743121,9.971153846153847,199.0,544.0,1.6933461909353906,9.0,5.273866923818708
Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10.0,2,0.6666666111111158,0.042857142704081634,7.25,0.2684729064039409,3.0073891625615765,7.25,109.0,280.0,1.977832512315271,3.0,6.273399014778325
Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,22.0,9,0.4193548251821024,0.06300812995323551,8.493975903614459,0.3843971631205674,3.5513492266940108,8.493975903614459,271.0,492.0,2.224113475177305,6.0,6.636879432624114
Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,3.0,0,0.9999996666667778,0.011904761857520787,8.195652173913043,0.28116710875331563,3.3907277130665436,8.195652173913043,106.0,252.0,1.9840848806366047,3.0,6.26525198938992
Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,4.0,0,0.9999997500000625,0.01646090528205389,7.03921568627451,0.2924791086350975,2.932677917963843,7.03921568627451,105.0,243.0,2.030640668523677,3.0,6.406685236768802
Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,10.0,5,0.3333333111111126,0.02757352936107807,9.971153846153847,0.1918997107039537,4.065221422743121,9.971153846153847,199.0,544.0,1.6933461909353906,9.0,5.273866923818708
Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10.0,2,0.6666666111111158,0.042857142704081634,7.25,0.2684729064039409,3.0073891625615765,7.25,109.0,280.0,1.977832512315271,3.0,6.273399014778325
Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,22.0,9,0.4193548251821024,0.06300812995323551,8.493975903614459,0.3843971631205674,3.5513492266940108,8.493975903614459,271.0,492.0,2.224113475177305,6.0,6.636879432624114
Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,57.0,9,0.7272727162534437,0.05196850389608779,7.799163179916318,0.3530042918454936,3.2608669887047252,7.799163179916318,658.0,1270.0,2.1239270386266096,3.0,6.418454935622318
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,19.0,6,0.5199999792000009,0.05995203822553468,8.051948051948052,0.3387096774193548,3.3562630917469627,8.051948051948052,210.0,417.0,2.1483870967741936,3.0,6.556451612903226
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,22.0,2,0.8333332986111125,0.04502814250463763,8.23076923076923,0.3871829105473965,3.447180856526651,8.23076923076923,290.0,533.0,2.2696929238985315,8.0,6.945260347129506
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,15.0,4,0.5789473379501401,0.05149051476560836,7.337837837837838,0.3370165745856354,3.069941764969389,7.337837837837838,183.0,369.0,2.1860036832412524,6.0,7.0349907918968695
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,13.0,3,0.6249999609375024,0.04289544224424814,7.506849315068493,0.3448905109489051,3.1406959304069595,7.506849315068493,189.0,373.0,2.156934306569343,7.0,6.757299270072993
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,54.0,13,0.6119402893740256,0.07135250258641906,7.622222222222222,0.3389212827988338,3.1844574020084226,7.622222222222222,465.0,939.0,2.1654518950437316,12.0,6.6209912536443145
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,8.0,0,0.9999998750000157,0.02476780178090464,7.515151515151516,0.2762096774193548,3.1165444770283486,7.515151515151516,137.0,323.0,2.002016129032258,3.0,6.237903225806452
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,40.0,5,0.7777777604938276,0.07109004728105837,10.136842105263158,0.35202492211838005,4.1955468109526155,10.136842105263158,339.0,633.0,2.1516095534787123,15.0,6.449636552440291
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,6.0,2,0.4999999375000079,0.03174603162005543,6.389830508474576,0.29708222811671087,2.674765094636515,6.389830508474576,112.0,252.0,2.1061007957559683,5.0,6.708222811671088
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,10.0,5,0.3333333111111126,0.03778337521968923,8.582089552238806,0.3234782608695652,3.5622271252433486,8.582089552238806,186.0,397.0,2.111304347826087,5.0,6.60695652173913
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,16.0,2,0.7777777345679036,0.0524781339577897,6.77027027027027,0.3313373253493014,2.840643038247829,6.77027027027027,166.0,343.0,2.1816367265469063,4.0,6.758483033932135
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,10.0,0,0.99999990000001,0.031152647878029134,6.865671641791045,0.27608695652173915,2.856703439325114,6.865671641791045,127.0,321.0,2.006521739130435,4.0,6.178260869565217
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,8.0,1,0.7777776913580343,0.026785714205994897,6.925373134328358,0.34051724137931033,2.9063561502830675,6.925373134328358,158.0,336.0,2.1724137931034484,4.0,6.665948275862069
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,9.0,1,0.7999999200000081,0.030581039661831684,6.863636363636363,0.2913907284768212,2.8620108368452737,6.863636363636363,132.0,327.0,2.055187637969095,4.0,6.456953642384106
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,12.0,0,0.9999999166666736,0.03715170267135696,6.626865671641791,0.3310810810810811,2.783178701089149,6.626865671641791,147.0,323.0,2.1531531531531534,4.0,6.691441441441442
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,15.0,1,0.8749999453125034,0.04878048765615705,6.731343283582089,0.31042128603104213,2.8167058278452526,6.731343283582089,140.0,328.0,2.1374722838137474,4.0,6.7028824833702885
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,10.0,5,0.3333333111111126,0.044642857009991495,6.652777777777778,0.3235908141962422,2.790547436789608,6.652777777777778,155.0,336.0,2.164926931106472,4.0,6.624217118997913
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,9.0,0,0.9999998888889013,0.02912621349797342,7.887096774193548,0.28016359918200406,3.266904149350221,7.887096774193548,137.0,309.0,2.0286298568507157,4.0,6.449897750511248
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,17.0,0,0.999999941176474,0.04076738599336358,10.016129032258064,0.2914653784219002,4.123037764271986,10.016129032258064,181.0,417.0,1.9919484702093397,3.0,6.243156199677939
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,14.0,3,0.6470587854671302,0.04657534233814975,8.14864864864865,0.2620232172470978,3.3642687463582988,8.14864864864865,158.0,365.0,2.011608623548922,6.0,6.459369817578772
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,20.0,4,0.66666663888889,0.04938271594777219,9.35632183908046,0.26044226044226043,3.8467056398090884,9.35632183908046,212.0,486.0,1.9582309582309583,3.0,6.1547911547911545
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,9.0,2,0.636363578512402,0.02989130426659972,6.827160493827161,0.2875226039783002,2.8458732391221844,6.827160493827161,159.0,368.0,2.019891500904159,4.0,6.229656419529837
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,48.0,11,0.6271186334386673,0.09833333316944444,11.075,0.33747178329571104,4.564988713318285,11.075,299.0,600.0,2.18058690744921,7.0,6.648984198645598
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,18.0,2,0.799999960000002,0.03546099284492732,9.137614678899082,0.19477911646586346,3.7329575181459784,9.137614678899082,194.0,564.0,1.8303212851405624,3.0,5.874497991967871
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,15.0,5,0.4999999750000012,0.05434782593927221,7.984848484848484,0.3225806451612903,3.32297165200391,7.984848484848484,170.0,368.0,2.1024667931688805,3.0,6.523719165085389
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,37.0,17,0.37037036351166,0.048171275603772275,6.049808429118774,0.2602913236225459,2.524039901096528,6.049808429118774,411.0,1121.0,1.9436352121595948,3.0,6.214059531348955
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,15.0,12,0.11111110699588492,0.04186046505137912,7.162962962962963,0.26680455015511895,2.971907005247233,7.162962962962963,258.0,645.0,1.950361944157187,4.0,5.911065149948294
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,24.0,5,0.655172391200952,0.043806646459506576,7.612676056338028,0.2978723404255319,3.164219358705424,7.612676056338028,322.0,662.0,1.9787234042553192,8.0,6.040703052728954
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,16.0,1,0.8823528892733594,0.04899135432567333,11.693877551020408,0.2617801047120419,4.78226306229298,11.693877551020408,150.0,347.0,1.8935427574171029,3.0,5.780104712041885
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,17.0,3,0.6999999650000017,0.033955857327748966,6.145348837209302,0.22705771050141912,2.5489626190842887,6.145348837209302,240.0,589.0,1.7417218543046358,32.0,5.778618732261116
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,2.0,0,0.99999950000025,0.011695906364351425,6.7894736842105265,0.26356589147286824,2.821215830273358,6.7894736842105265,68.0,171.0,1.9806201550387597,2.0,6.065891472868217
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,10.0,1,0.8181817438016598,0.03244837748540302,7.954545454545454,0.25523809523809526,3.28391341991342,7.954545454545454,134.0,339.0,1.9123809523809523,4.0,5.914285714285715
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,11.0,0,0.9999999090909174,0.04280155625369044,7.288135593220339,0.21395348837209302,3.000835632636973,7.288135593220339,92.0,257.0,1.8093023255813954,6.0,5.637209302325582
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7.0,0,0.9999998571428775,0.025179856024532894,5.896103896103896,0.2422907488986784,2.45535785800103,5.896103896103896,110.0,278.0,2.0,11.0,6.610132158590308
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,14.0,3,0.6470587854671302,0.05379746818418523,8.04225352112676,0.1786339754816112,3.288354998643349,8.04225352112676,102.0,316.0,1.700525394045534,18.0,5.250437828371278
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,19.0,6,0.5199999792000009,0.07462686544887503,7.0813953488372094,0.2134646962233169,2.917944018024211,7.0813953488372094,130.0,335.0,1.7241379310344827,8.0,5.35303776683087
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,6.0,3,0.33333329629630043,0.026315789396737458,6.851851851851852,0.25045045045045045,2.840920920920921,6.851851851851852,139.0,342.0,1.8738738738738738,5.0,5.783783783783784
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,7.0,0,0.9999998571428775,0.02573529402303201,8.192307692307692,0.2511737089201878,3.377392560491152,8.192307692307692,107.0,272.0,1.9178403755868545,3.0,5.992957746478873
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,6.0,0,0.9999998333333611,0.02999999985,7.095238095238095,0.2684563758389262,2.9454777884308085,7.095238095238095,80.0,200.0,2.0167785234899327,3.0,6.429530201342282
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,8.0,2,0.599999940000006,0.052356020668293084,5.803921568627451,0.2635135135135135,2.4269740328563856,5.803921568627451,78.0,191.0,2.050675675675676,4.0,6.510135135135135
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,6.0,0,0.9999998333333611,0.028708133833932375,5.903846153846154,0.2703583061889251,2.469681784014032,5.903846153846154,83.0,209.0,1.977198697068404,3.0,6.273615635179153
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,8.0,0,0.9999998750000157,0.030303030188246097,7.245283018867925,0.2916666666666667,3.0147798742138368,7.245283018867925,112.0,264.0,2.0052083333333335,3.0,6.2890625
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,12.0,0,0.9999999166666736,0.041237113260353564,8.440677966101696,0.20883534136546184,3.4598053229868633,8.440677966101696,104.0,291.0,1.8152610441767068,12.0,5.562248995983936
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,7.0,0,0.9999998571428775,0.03301886776877892,6.14,0.25732899022801303,2.558931596091205,6.14,79.0,212.0,1.986970684039088,3.0,6.244299674267101
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,6.0,3,0.33333329629630043,0.02990033212657697,8.029411764705882,0.2326007326007326,3.304804998922646,8.029411764705882,127.0,301.0,1.8095238095238095,10.0,5.701465201465202
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8.0,1,0.7777776913580343,0.025641025567974287,9.728813559322035,0.24912891986062718,3.991176991673065,9.728813559322035,143.0,351.0,1.8641114982578397,6.0,5.7439024390243905
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10.0,5,0.3333333111111126,0.06097560950822923,7.2592592592592595,0.2576530612244898,3.0067649281935,7.2592592592592595,101.0,246.0,1.9515306122448979,5.0,6.010204081632653
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13.0,3,0.6249999609375024,0.050955413850460464,8.984126984126984,0.2137809187279152,3.6791631611419597,8.984126984126984,121.0,314.0,1.7862190812720848,14.0,5.5583038869257955
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,11.0,1,0.8333332638888947,0.035294117543252596,7.170731707317073,0.22448979591836735,2.9580886012941763,7.170731707317073,132.0,340.0,1.8418367346938775,11.0,5.673469387755102
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,6.0,3,0.33333329629630043,0.03982300867334952,6.357142857142857,0.25280898876404495,2.6439807383627607,6.357142857142857,90.0,226.0,1.9550561797752808,3.0,6.03932584269663
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,6.0,0,0.9999998333333611,0.03174603157806333,6.369565217391305,0.2525597269624573,2.648849977741505,6.369565217391305,74.0,189.0,1.9590443686006827,4.0,6.064846416382252
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,6.0,2,0.4999999375000079,0.0399999998,6.520833333333333,0.268370607028754,2.715681576144835,6.520833333333333,84.0,200.0,1.9712460063897763,3.0,6.067092651757188
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,8.0,1,0.7777776913580343,0.04411764684256055,7.1063829787234045,0.25449101796407186,2.944349598674991,7.1063829787234045,85.0,204.0,1.9311377245508983,5.0,5.985029940119761
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,7.0,0,0.9999998571428775,0.034999999825,6.061224489795919,0.2828282828282828,2.537621109049681,6.061224489795919,84.0,200.0,2.0336700336700337,4.0,6.249158249158249
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,7.0,4,0.2727272479338866,0.04741379289907848,6.385964912280702,0.27472527472527475,2.664276074802391,6.385964912280702,100.0,232.0,1.9835164835164836,6.0,6.0989010989010985
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,13.0,0,0.9999999230769291,0.04391891877054419,7.514705882352941,0.22504892367906065,3.095901922412801,7.514705882352941,115.0,296.0,1.8258317025440314,10.0,5.706457925636008
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,11.0,3,0.5714285306122479,0.04334365311658312,7.884057971014493,0.2536764705882353,3.2550937766410915,7.884057971014493,138.0,323.0,1.9209558823529411,14.0,5.990808823529412
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,8.0,3,0.4545454132231443,0.033232628298390854,9.166666666666666,0.23272727272727273,3.7597575757575754,9.166666666666666,128.0,331.0,1.8509090909090908,12.0,5.629090909090909
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,17.0,11,0.21428570663265334,0.07368421033240997,9.180555555555555,0.19818456883509833,3.7514960497562613,9.180555555555555,131.0,380.0,1.7776096822995462,13.0,5.40695915279879
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,9.0,0,0.9999998888889013,0.02743902430658834,8.629032258064516,0.2411214953271028,3.548061501356648,8.629032258064516,129.0,328.0,1.8934579439252337,16.0,5.930841121495327
