URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,10.0,0,0.99999990000001,0.03300330022111122,9.56,0.2510460251046025,3.924418410041841,9.56,120.0,303.0,1.8723849372384938,8.0,5.922594142259414
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,25.0,4,0.7241379060642101,0.05096660799478628,9.576086956521738,0.2917139614074915,3.947120367171692,9.576086956521738,257.0,569.0,1.9897843359818388,8.0,6.011350737797957
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,4.0,1,0.599999880000024,0.02222222212345679,8.853658536585366,0.22038567493112948,3.6296176846065986,8.853658536585366,80.0,225.0,2.1955922865013773,4.0,6.922865013774104
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,8.0,0,0.9999998750000157,0.02555910534965142,10.0,0.25384615384615383,4.101538461538462,10.0,132.0,313.0,1.8903846153846153,3.0,5.826923076923077
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,3.0,1,0.49999987500003124,0.021857923377825557,7.378378378378378,0.2600732600732601,3.0553806553806555,7.378378378378378,71.0,183.0,1.978021978021978,3.0,6.014652014652015
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,9.0,2,0.636363578512402,0.03846153832705756,9.175438596491228,0.21414913957934992,3.7558350944282313,9.175438596491228,112.0,286.0,1.7667304015296368,6.0,5.51434034416826
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,8.0,0,0.9999998750000157,0.02777777768132716,8.647058823529411,0.23356009070294784,3.552247565692944,8.647058823529411,103.0,288.0,1.909297052154195,7.0,5.927437641723356
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,3.0,0,0.9999996666667778,0.014999999925,7.475,0.27759197324414714,3.101036789297659,7.475,83.0,200.0,2.0133779264214047,4.0,6.237458193979933
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,2.0,4,-0.33333327777778704,0.025210083927688722,7.608695652173913,0.28,3.1554782608695655,7.608695652173913,98.0,238.0,2.025714285714286,7.0,6.074285714285714
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,3.0,5,-0.24999996875000394,0.030188679131363475,8.403846153846153,0.20137299771167047,3.44208766062313,8.403846153846153,88.0,265.0,1.794050343249428,13.0,5.574370709382151
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,3.0,0,0.9999996666667778,0.009493670856032687,7.5625,0.25413223140495866,3.1266528925619834,7.5625,123.0,316.0,1.890495867768595,2.0,5.911157024793388
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,3.0,0,0.9999996666667778,0.01734104036219052,6.769230769230769,0.2765151515151515,2.818298368298368,6.769230769230769,73.0,173.0,2.034090909090909,2.0,6.261363636363637
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,10.0,0,0.99999990000001,0.042194092648970075,7.055555555555555,0.2440944881889764,2.919860017497813,7.055555555555555,93.0,237.0,1.9133858267716535,3.0,5.923884514435696
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,9.0,5,0.2857142653061239,0.04605263142745845,6.157894736842105,0.23504273504273504,2.5571749887539363,6.157894736842105,110.0,304.0,1.8611111111111112,3.0,5.77991452991453
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,14.0,3,0.6470587854671302,0.049853372287820025,7.073529411764706,0.23076923076923078,2.921719457013575,7.073529411764706,111.0,341.0,1.819126819126819,2.0,5.721413721413722
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,3.0,0,0.9999996666667778,0.010526315752539242,6.564516129032258,0.24078624078624078,2.7221209479273996,6.564516129032258,98.0,285.0,1.904176904176904,2.0,5.862407862407863
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,3.0,0,0.9999996666667778,0.016042780662872833,7.1,0.2605633802816901,2.944225352112676,7.1,74.0,187.0,1.9366197183098592,4.0,5.848591549295775
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,4.0,2,0.33333327777778704,0.02564102553144861,6.631578947368421,0.2619047619047619,2.7573934837092735,6.631578947368421,99.0,234.0,1.947089947089947,2.0,5.944444444444445
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6.0,1,0.7142856122449125,0.025270758031513508,6.3,0.2471655328798186,2.6188662131519274,6.3,109.0,277.0,1.9160997732426304,4.0,5.918367346938775
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,2.0,0,0.99999950000025,0.008368200801806691,6.890909090909091,0.22691292875989447,2.8471288078675943,6.890909090909091,86.0,239.0,1.9234828496042216,3.0,5.870712401055409
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,7.0,0,0.9999998571428775,0.03365384599204882,8.68421052631579,0.21818181818181817,3.5609569377990433,8.68421052631579,72.0,208.0,1.8666666666666667,5.0,5.748484848484848
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,3.0,8,-0.4545454132231443,0.046025104409936804,9.452380952380953,0.20906801007556675,3.864579584982608,9.452380952380953,83.0,239.0,1.7984886649874054,4.0,5.6498740554156175
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,24.0,2,0.8461538136094686,0.047706421930813904,9.676470588235293,0.2259371833839919,3.9609631086477144,9.676470588235293,223.0,545.0,1.7700101317122594,5.0,5.473150962512665
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,23.0,0,0.999999956521741,0.04166666659118357,9.864077669902912,0.21751968503937008,4.032638941976913,9.864077669902912,221.0,552.0,1.7687007874015748,3.0,5.485236220472441
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,3.0,0,0.9999996666667778,0.01785714275085034,6.888888888888889,0.2903225806451613,2.87168458781362,6.888888888888889,72.0,168.0,2.028225806451613,2.0,6.193548387096774
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,7.0,1,0.7499999062500118,0.030075187856860197,9.037735849056604,0.21085594989561587,3.6994367195808877,9.037735849056604,101.0,266.0,1.8058455114822547,5.0,5.413361169102297
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,8.0,1,0.7777776913580343,0.04186046492157924,8.13953488372093,0.2571428571428571,3.358671096345515,8.13953488372093,90.0,215.0,1.9114285714285715,4.0,5.857142857142857
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,5.0,4,0.11111109876543349,0.032967032846274606,9.0,0.19916142557651992,3.6796645702306083,9.0,95.0,273.0,1.7735849056603774,3.0,5.459119496855346
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,5.0,0,0.99999980000004,0.020408163182007496,8.695652173913043,0.25,3.5782608695652174,8.695652173913043,100.0,245.0,1.91,6.0,5.87
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,6.0,1,0.7142856122449125,0.02108433728589055,8.80327868852459,0.2532588454376164,3.6226150135848827,8.80327868852459,136.0,332.0,1.9162011173184357,6.0,5.8305400372439475
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,6.0,0,0.9999998333333611,0.024793388327300048,6.910714285714286,0.23772609819121446,2.8593761535622004,6.910714285714286,92.0,242.0,1.9043927648578811,10.0,5.808785529715762
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,7.0,1,0.7499999062500118,0.02777777768132716,8.75,0.2163265306122449,3.586530612244898,8.75,106.0,288.0,1.7979591836734694,10.0,5.408163265306122
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,3.0,0,0.9999996666667778,0.015544041370238128,7.842105263157895,0.2785234899328859,3.2482515012363127,7.842105263157895,83.0,193.0,1.9731543624161074,4.0,6.016778523489933
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,4.0,0,0.9999997500000625,0.014234875394181938,8.283018867924529,0.24145785876993167,3.4097906906777844,8.283018867924529,106.0,281.0,1.938496583143508,9.0,5.849658314350798
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,3.0,0,0.9999996666667778,0.020270270133308985,7.166666666666667,0.29767441860465116,2.9857364341085275,7.166666666666667,64.0,148.0,2.083720930232558,2.0,6.330232558139535
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,22.0,0,0.9999999545454565,0.0502283103876066,8.696629213483146,0.20801033591731266,3.5618558197601837,8.696629213483146,161.0,438.0,1.7635658914728682,5.0,5.484496124031008
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,14.0,0,0.9999999285714337,0.046666666511111114,8.87037037037037,0.18997912317327767,3.624139797417459,8.87037037037037,91.0,300.0,1.7494780793319415,7.0,5.534446764091858
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,4.0,2,0.33333327777778704,0.01869158872681748,7.174603174603175,0.2411504424778761,2.9663014468324205,7.174603174603175,109.0,321.0,1.8694690265486726,2.0,5.774336283185841
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,8.0,0,0.9999998750000157,0.03864734280846694,7.975,0.25391849529780564,3.2915673981191222,7.975,81.0,207.0,1.9529780564263324,2.0,5.871473354231975
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,14.0,2,0.7499999531250029,0.05653710227372049,7.603174603174603,0.1941544885177453,3.1189316366769395,7.603174603174603,93.0,283.0,1.801670146137787,10.0,5.490605427974947
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,11.0,3,0.5714285306122479,0.04620462030955571,10.4,0.2153846153846154,4.246153846153846,10.4,112.0,303.0,1.7596153846153846,7.0,5.423076923076923
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,12.0,0,0.9999999166666736,0.031088082821015328,10.725806451612904,0.18195488721804512,4.36310453553238,10.725806451612904,121.0,386.0,1.7172932330827069,10.0,5.49172932330827
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,9.0,2,0.636363578512402,0.041666666508838386,8.961538461538462,0.21030042918454936,3.668735556289205,8.961538461538462,98.0,264.0,1.7918454935622317,10.0,5.487124463519313
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,19.0,0,0.9999999473684238,0.06270627042011132,10.14,0.21301775147928995,4.141207100591717,10.14,108.0,303.0,1.8264299802761341,7.0,5.605522682445759
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,3.0,0,0.9999996666667778,0.017441860363710114,6.45,0.2751937984496124,2.690077519379845,6.45,71.0,172.0,2.0426356589147288,4.0,6.337209302325581
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,4.0,1,0.599999880000024,0.02145922737571147,7.617021276595745,0.276536312849162,3.157423035777963,7.617021276595745,99.0,233.0,2.0446927374301676,2.0,6.340782122905028
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,3.0,0,0.9999996666667778,0.014492753553175104,7.5,0.22857142857142856,3.0914285714285716,7.5,72.0,207.0,1.8793650793650793,3.0,5.920634920634921
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,8.0,0,0.9999998750000157,0.022662889454212777,7.256756756756757,0.22905027932960895,2.994322814434547,7.256756756756757,123.0,353.0,1.7914338919925512,4.0,5.597765363128492
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,7.0,0,0.9999998571428775,0.024054982735206246,7.573770491803279,0.24242424242424243,3.1264778936910087,7.573770491803279,112.0,291.0,1.8506493506493507,5.0,5.701298701298701
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,2.0,0,0.99999950000025,0.013071895339399377,3.515625,0.30666666666666664,1.5289166666666667,3.515625,69.0,153.0,2.48,3.0,8.382222222222222
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,3.0,0,0.9999996666667778,0.015789473601108033,6.0,0.3,2.52,6.0,81.0,190.0,2.0592592592592593,2.0,6.366666666666666
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,8.0,0,0.9999998750000157,0.04081632632236568,6.478260869565218,0.2684563758389262,2.6986868981616574,6.478260869565218,80.0,196.0,1.9530201342281879,2.0,6.097315436241611
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,5.0,2,0.4285713673469475,0.03846153825021133,6.945945945945946,0.2723735408560311,2.887327794720791,6.945945945945946,70.0,182.0,2.0428015564202333,2.0,6.35408560311284
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,3.0,1,0.49999987500003124,0.02173913031663516,5.416666666666667,0.28846153846153844,2.2820512820512824,5.416666666666667,75.0,184.0,2.0346153846153845,2.0,6.253846153846154
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,3.0,0,0.9999996666667778,0.017045454448605373,5.837209302325581,0.28286852589641437,2.4480311312887983,5.837209302325581,71.0,176.0,2.0318725099601593,2.0,6.362549800796812
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,9.0,0,0.9999998888889013,0.032142857028061224,8.491228070175438,0.22107438016528927,3.484920980136291,8.491228070175438,107.0,280.0,1.8140495867768596,9.0,5.566115702479339
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,3.0,0,0.9999996666667778,0.014018691523277142,5.896551724137931,0.24269005847953215,2.455696713046985,5.896551724137931,83.0,214.0,1.9941520467836258,6.0,6.239766081871345
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,3.0,6,-0.33333329629630043,0.025495750635989377,9.725806451612904,0.22553897180762852,3.980538169368213,9.725806451612904,136.0,353.0,1.8391376451077943,5.0,5.451077943615257
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,9.0,2,0.636363578512402,0.04545454526671676,8.104166666666666,0.2416452442159383,3.338324764353042,8.104166666666666,94.0,242.0,1.9254498714652957,3.0,5.863753213367609
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,12.0,2,0.7142856632653098,0.04430379732815254,9.701754385964913,0.25316455696202533,3.981967577170775,9.701754385964913,140.0,316.0,1.918625678119349,14.0,5.726943942133816
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,9.0,2,0.636363578512402,0.04029304014544674,8.351851851851851,0.2328159645232816,3.4338671265500533,8.351851851851851,105.0,273.0,1.8847006651884701,9.0,5.696230598669623
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,7.0,0,0.9999998571428775,0.024305555471161266,7.373134328358209,0.2408906882591093,3.045610006646928,7.373134328358209,119.0,288.0,1.8927125506072875,3.0,5.751012145748988
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,4.0,1,0.599999880000024,0.0174825174213898,7.369230769230769,0.2254697286012526,3.037880199132809,7.369230769230769,108.0,286.0,1.860125260960334,10.0,5.8580375782881005
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,5.0,0,0.99999980000004,0.02336448587212857,6.111111111111111,0.2636363636363636,2.54989898989899,6.111111111111111,87.0,214.0,1.9545454545454546,2.0,5.8969696969696965
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,4.0,1,0.599999880000024,0.02336448587212857,6.269230769230769,0.24539877300613497,2.605851816894762,6.269230769230769,80.0,214.0,1.9171779141104295,2.0,5.883435582822086
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,4.0,0,0.9999997500000625,0.01932367140423347,5.867924528301887,0.2765273311897106,2.4577807437966395,5.867924528301887,86.0,207.0,2.022508038585209,2.0,6.070739549839228
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,4.0,0,0.9999997500000625,0.01913875588928825,6.134615384615385,0.2507836990595611,2.5541596334699785,6.134615384615385,80.0,209.0,1.9467084639498433,2.0,5.943573667711599
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,4.0,0,0.9999997500000625,0.01895734588171874,6.150943396226415,0.254601226993865,2.5622178492881122,6.150943396226415,83.0,211.0,1.960122699386503,2.0,5.932515337423313
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,3.0,0,0.9999996666667778,0.015463917446062281,6.488888888888889,0.2636986301369863,2.70103500761035,6.488888888888889,77.0,194.0,1.9726027397260273,2.0,5.9520547945205475
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,5.0,0,0.99999980000004,0.025380710531062382,6.326086956521739,0.27835051546391754,2.6417749887942628,6.326086956521739,81.0,197.0,2.0240549828178693,2.0,6.061855670103093
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,5.0,1,0.6666665555555741,0.023809523715041574,8.680851063829786,0.20588235294117646,3.554693366708385,8.680851063829786,84.0,252.0,1.7181372549019607,4.0,5.446078431372549
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,11.0,4,0.46666663555555765,0.02212389377267862,8.022388059701493,0.19813953488372094,3.2882110378340856,8.022388059701493,213.0,678.0,1.7776744186046511,8.0,5.526511627906976
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,5.0,6,-0.09090908264462885,0.025056947551123126,7.517241379310345,0.27370030581039756,3.116376674048297,7.517241379310345,179.0,439.0,1.926605504587156,5.0,5.8577981651376145
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,9.0,6,0.19999998666666757,0.02232142853821216,8.758333333333333,0.2302568981921979,3.5954360926102127,8.758333333333333,242.0,672.0,1.8372978116079923,5.0,5.475737392959086
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,15.0,8,0.3043478128544429,0.024033437801427963,8.807909604519773,0.20397690827453496,3.6047546051177237,8.807909604519773,318.0,957.0,1.7658755612572161,9.0,5.383579217447082
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,10.0,4,0.42857139795918586,0.059071729708558104,7.981132075471698,0.19858156028368795,3.2718854543021543,7.981132075471698,84.0,237.0,1.8085106382978724,13.0,5.60047281323877
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,2.0,0,0.99999950000025,0.01351351342220599,6.65625,0.3004694835680751,2.7826877934272303,6.65625,64.0,148.0,2.103286384976526,2.0,6.36150234741784
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,3.0,0,0.9999996666667778,0.015463917446062281,6.375,0.25163398692810457,2.650653594771242,6.375,77.0,194.0,1.9052287581699345,3.0,5.790849673202614
